28-10-17,UAB,30,@Southern Miss,12,,
28-10-17,Mississippi St,35,@Texas A&M,14,,
28-10-17,@Troy,38,Ga Southern,16,,
28-10-17,FL Atlantic,42,@WKU,28,,
28-10-17,@Colorado,44,California,28,,
28-10-17,Air Force,45,@Colorado St,28,,
28-10-17,Arkansas St,37,@New Mexico St,21,,
28-10-17,UT San Antonio,31,@UTEP,14,,
28-10-17,@Wyoming,42,New Mexico,3,,
28-10-17,USC,48,@Arizona St,17,,
28-10-17,UNLV,26,@Fresno St,16,,
28-10-17,@Idaho,31,ULM,23,,
28-10-17,@Oregon,41,Utah,20,,
28-10-17,@Washington,44,UCLA,23,,
28-10-17,@Notre Dame,35,NC State,14,,
28-10-17,@Arizona,58,Washington St,37,,
28-10-17,San Diego St,28,@Hawaii,7,,
28-10-17,Boise St,41,@Utah St,14,,
28-10-17,Houston,28,@South Florida,24,,
28-10-17,@UCF,73,Austin Peay,33,,
31-10-17,Bowling Green,44,@Kent,16,,
31-10-17,@Ohio,45,Miami OH,28,,
